,scan,precmz,ms1scan,rt,charge,i,i_norm,mslevel,i_norm_ms1,filename,query_name,query,collision_type,energy,collision_type_energy
174,263,254.08821105957,262,0.837007882133,1,2372635.266357422,1.0,2,1.0,ms_data_01.mzML,L-Carnitine_MS2PREC,QUERY scaninfo(MS2DATA) FILTER MS2PREC= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
175,264,154.061111450195,262,0.841429762133,1,2011748.7053222656,1.0,2,1.0,ms_data_01.mzML,L-Carnitine_MS2PREC,QUERY scaninfo(MS2DATA) FILTER MS2PREC= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
176,266,314.123748779297,265,0.846912004,1,13039933.581542969,1.0,2,1.0,ms_data_01.mzML,L-Carnitine_MS2PREC,QUERY scaninfo(MS2DATA) FILTER MS2PREC= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
177,267,138.091415405273,265,0.851336464267,1,5191483.739990234,1.0,2,1.0,ms_data_01.mzML,L-Carnitine_MS2PREC,QUERY scaninfo(MS2DATA) FILTER MS2PREC= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
178,269,314.123229980469,268,0.857671974667,1,7036202.736083984,1.0,2,1.0,ms_data_01.mzML,L-Carnitine_MS2PREC,QUERY scaninfo(MS2DATA) FILTER MS2PREC= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
179,270,138.091171264648,268,0.862093856533,1,2438925.9189453125,1.0,2,1.0,ms_data_01.mzML,L-Carnitine_MS2PREC,QUERY scaninfo(MS2DATA) FILTER MS2PREC= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
180,272,357.049957275391,271,0.867496070667,1,6236034.014404297,1.0,2,1.0,ms_data_01.mzML,L-Carnitine_MS2PREC,QUERY scaninfo(MS2DATA) FILTER MS2PREC= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
181,273,256.103973388672,271,0.8719213328,1,1756268.416015625,1.0,2,1.0,ms_data_01.mzML,L-Carnitine_MS2PREC,QUERY scaninfo(MS2DATA) FILTER MS2PREC= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
182,275,357.049957275391,274,0.8770787352,1,4061331.2888183594,1.0,2,1.0,ms_data_01.mzML,L-Carnitine_MS2PREC,QUERY scaninfo(MS2DATA) FILTER MS2PREC= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
183,276,132.101974487305,274,0.881500897333,1,9548106.464355469,1.0,2,1.0,ms_data_01.mzML,L-Carnitine_MS2PREC,QUERY scaninfo(MS2DATA) FILTER MS2PREC= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
184,278,203.138809204102,277,0.886621665333,1,18719815.150390625,1.0,2,1.0,ms_data_01.mzML,L-Carnitine_MS2PREC,QUERY scaninfo(MS2DATA) FILTER MS2PREC= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
185,279,132.101806640625,277,0.891033966667,1,4482274.191894531,1.0,2,1.0,ms_data_01.mzML,L-Carnitine_MS2PREC,QUERY scaninfo(MS2DATA) FILTER MS2PREC= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
186,281,203.138580322266,280,0.8964067336,1,15881850.579589844,1.0,2,1.0,ms_data_01.mzML,L-Carnitine_MS2PREC,QUERY scaninfo(MS2DATA) FILTER MS2PREC= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
187,282,158.117279052734,280,0.900828538933,0,3254413.8986816406,1.0,2,1.0,ms_data_01.mzML,L-Carnitine_MS2PREC,QUERY scaninfo(MS2DATA) FILTER MS2PREC= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
188,284,126.06608581543,283,0.906145784,1,2887128.3515625,1.0,2,1.0,ms_data_01.mzML,L-Carnitine_MS2PREC,QUERY scaninfo(MS2DATA) FILTER MS2PREC= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,60.0,HCD__60.0
189,285,142.086151123047,283,0.910570291467,1,13623111.536621094,1.0,2,1.0,ms_data_01.mzML,L-Carnitine_MS2PREC,QUERY scaninfo(MS2DATA) FILTER MS2PREC= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,40.0,HCD__40.0
190,287,142.086227416992,286,0.916338377067,1,13792841.526123047,1.0,2,1.0,ms_data_01.mzML,L-Carnitine_MS2PREC,QUERY scaninfo(MS2DATA) FILTER MS2PREC= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,40.0,HCD__40.0
191,288,126.066139221191,286,0.9207713384,1,2220757.1645507812,1.0,2,1.0,ms_data_01.mzML,L-Carnitine_MS2PREC,QUERY scaninfo(MS2DATA) FILTER MS2PREC= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,40.0,HCD__40.0
192,290,160.133255004883,289,0.926586077867,1,18439717.772460938,1.0,2,1.0,ms_data_01.mzML,L-Carnitine_MS2PREC,QUERY scaninfo(MS2DATA) FILTER MS2PREC= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
193,291,152.056732177734,289,0.931010205067,1,3799142.1486816406,1.0,2,1.0,ms_data_01.mzML,L-Carnitine_MS2PREC,QUERY scaninfo(MS2DATA) FILTER MS2PREC= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
194,293,169.035705566406,292,0.936896412267,1,108114454.80273438,1.0,2,1.0,ms_data_01.mzML,L-Carnitine_MS2PREC,QUERY scaninfo(MS2DATA) FILTER MS2PREC= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,40.0,HCD__40.0
195,294,160.133285522461,292,0.941318673333,1,16698580.108154297,1.0,2,1.0,ms_data_01.mzML,L-Carnitine_MS2PREC,QUERY scaninfo(MS2DATA) FILTER MS2PREC= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
196,296,169.035675048828,295,0.946300165867,1,100949302.76953125,1.0,2,1.0,ms_data_01.mzML,L-Carnitine_MS2PREC,QUERY scaninfo(MS2DATA) FILTER MS2PREC= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,40.0,HCD__40.0
197,297,375.0107421875,295,0.9507220816,1,5540953.083984375,1.0,2,1.0,ms_data_01.mzML,L-Carnitine_MS2PREC,QUERY scaninfo(MS2DATA) FILTER MS2PREC= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
198,299,375.010803222656,298,0.956069566133,1,4441169.711181641,1.0,2,1.0,ms_data_01.mzML,L-Carnitine_MS2PREC,QUERY scaninfo(MS2DATA) FILTER MS2PREC= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
199,300,112.050567626953,298,0.960492070667,0,1797232.7275390625,1.0,2,1.0,ms_data_01.mzML,L-Carnitine_MS2PREC,QUERY scaninfo(MS2DATA) FILTER MS2PREC= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,60.0,HCD__60.0
200,302,112.050590515137,301,0.966077383733,0,1680515.6169433594,1.0,2,1.0,ms_data_01.mzML,L-Carnitine_MS2PREC,QUERY scaninfo(MS2DATA) FILTER MS2PREC= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,40.0,HCD__40.0
201,303,226.082229614258,301,0.970500360267,1,1700928.9399414062,1.0,2,1.0,ms_data_01.mzML,L-Carnitine_MS2PREC,QUERY scaninfo(MS2DATA) FILTER MS2PREC= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
202,305,137.059783935547,304,0.975680488533,1,2596043.8146972656,1.0,2,1.0,ms_data_01.mzML,L-Carnitine_MS2PREC,QUERY scaninfo(MS2DATA) FILTER MS2PREC= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
203,306,143.033935546875,304,0.9801048336,1,3850086.2216796875,1.0,2,1.0,ms_data_01.mzML,L-Carnitine_MS2PREC,QUERY scaninfo(MS2DATA) FILTER MS2PREC= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,40.0,HCD__40.0
204,308,143.033920288086,307,0.985918239733,1,3843025.1870117188,1.0,2,1.0,ms_data_01.mzML,L-Carnitine_MS2PREC,QUERY scaninfo(MS2DATA) FILTER MS2PREC= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
205,309,469.105590820313,307,0.9903417824,1,2637662.3413085938,1.0,2,1.0,ms_data_01.mzML,L-Carnitine_MS2PREC,QUERY scaninfo(MS2DATA) FILTER MS2PREC= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
206,311,217.155807495117,310,0.995471045867,1,15708006.82446289,1.0,2,1.0,ms_data_01.mzML,L-Carnitine_MS2PREC,QUERY scaninfo(MS2DATA) FILTER MS2PREC= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
207,312,469.105346679688,310,0.999893814667,1,1617121.654296875,1.0,2,1.0,ms_data_01.mzML,L-Carnitine_MS2PREC,QUERY scaninfo(MS2DATA) FILTER MS2PREC= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
0,3,114.066299438477,2,0.012859307467,1,523082.0891113281,1.0,2,,ms_data_02.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
1,4,193.094970703125,2,0.017280662667,0,1500996.0649414062,1.0,2,,ms_data_02.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
2,6,193.095092773438,5,0.022737506133,0,1324138.3000488281,1.0,2,,ms_data_02.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
3,7,316.997100830078,5,0.027160233867,0,209390.86767578125,1.0,2,,ms_data_02.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
4,9,316.997161865234,8,0.032313580267,0,231357.02954101562,1.0,2,,ms_data_02.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
5,10,177.978332519531,8,0.0367248952,0,2692717.1520996094,1.0,2,,ms_data_02.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
6,12,154.086380004883,11,0.0422057328,0,1261559.041015625,1.0,2,,ms_data_02.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,40.0,HCD__40.0
7,13,219.040145874023,11,0.0466338688,0,3928285.06640625,1.0,2,,ms_data_02.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
8,15,114.066253662109,14,0.051754054933,1,420751.56994628906,1.0,2,,ms_data_02.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,40.0,HCD__40.0
9,16,160.011016845703,14,0.056185096,0,501566.14990234375,1.0,2,,ms_data_02.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
10,18,219.0400390625,17,0.061310277333,0,3876063.626220703,1.0,2,,ms_data_02.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
11,19,154.086471557617,17,0.0657448048,0,1358441.9509277344,1.0,2,,ms_data_02.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,40.0,HCD__40.0
12,21,158.996612548828,20,0.071630686933,1,569443.6931152344,1.0,2,,ms_data_02.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
13,22,241.21614074707,20,0.076053406133,0,118861.4853515625,1.0,2,,ms_data_02.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
14,24,227.200607299805,23,0.0815261208,0,53972.758544921875,1.0,2,,ms_data_02.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
15,25,122.060028076172,23,0.08594804,0,161209.8544921875,1.0,2,,ms_data_02.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
16,27,122.06005859375,26,0.0913646248,0,170242.30249023438,1.0,2,,ms_data_02.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
17,28,121.101135253906,26,0.095788300267,0,1323704.5102539062,1.0,2,,ms_data_02.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
18,30,217.995941162109,29,0.101188026133,0,401490.83203125,1.0,2,,ms_data_02.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
19,31,242.138870239258,29,0.1056092672,1,80055.5498046875,1.0,2,,ms_data_02.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
20,33,125.059692382813,32,0.111007116267,0,161194.73559570312,1.0,2,,ms_data_02.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
21,34,241.216171264648,32,0.115431242667,0,138671.58276367188,1.0,2,,ms_data_02.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
22,36,177.017425537109,35,0.120810705333,0,12415195.91796875,1.0,2,,ms_data_02.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
23,37,121.101089477539,35,0.125231740267,0,1295321.0988769531,1.0,2,,ms_data_02.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
24,39,219.017440795898,38,0.130625734933,1,148170.07421875,1.0,2,,ms_data_02.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
25,40,218.943328857422,38,0.1351265256,0,4404682.470458984,1.0,2,,ms_data_02.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
26,42,272.959381103516,41,0.1402202208,0,56094.79736328125,1.0,2,,ms_data_02.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
27,43,163.111724853516,41,0.144644160267,0,629780.6806640625,1.0,2,,ms_data_02.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,40.0,HCD__40.0
28,45,269.080841064453,44,0.150414480533,0,174922.78735351562,1.0,2,,ms_data_02.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
29,46,113.05980682373,44,0.1548452224,1,255337.6357421875,1.0,2,,ms_data_02.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
30,48,111.080429077148,47,0.160244936267,1,472455.85888671875,1.0,2,,ms_data_02.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
31,49,163.000625610352,47,0.164669726667,0,671518.0378417969,1.0,2,,ms_data_02.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,40.0,HCD__40.0
32,51,272.959411621094,50,0.170590069867,0,57692.82958984375,1.0,2,,ms_data_02.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
33,52,154.086395263672,50,0.1750136712,0,1287740.4318847656,1.0,2,,ms_data_02.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
34,54,154.086456298828,53,0.180514768,0,1285774.0847167969,1.0,2,,ms_data_02.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,40.0,HCD__40.0
35,55,111.080474853516,53,0.184938531467,1,483291.3525390625,1.0,2,,ms_data_02.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
36,57,158.996475219727,56,0.1903578792,1,494557.83349609375,1.0,2,,ms_data_02.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
37,58,219.039886474609,56,0.194779628,0,3778961.826904297,1.0,2,,ms_data_02.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
38,60,219.039932250977,59,0.199937620267,0,4136718.762939453,1.0,2,,ms_data_02.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
39,61,165.024978637695,59,0.204348740533,0,214159.83837890625,1.0,2,,ms_data_02.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
40,63,158.996688842773,62,0.209474319733,1,573496.0380859375,1.0,2,,ms_data_02.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
41,64,143.10676574707,62,0.213895033333,0,391181.1511230469,1.0,2,,ms_data_02.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
42,66,122.060028076172,65,0.2193256032,0,162109.79150390625,1.0,2,,ms_data_02.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
43,67,218.943374633789,65,0.2237494536,0,4044138.508544922,1.0,2,,ms_data_02.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
44,69,219.017715454102,68,0.229139111467,1,162771.98315429688,1.0,2,,ms_data_02.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
45,70,125.059768676758,68,0.233571987733,0,192276.09448242188,1.0,2,,ms_data_02.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
46,72,122.060134887695,71,0.2391244824,0,193522.05859375,1.0,2,,ms_data_02.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
47,73,269.081176757813,71,0.243547151733,0,193967.669921875,1.0,2,,ms_data_02.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
48,75,227.200653076172,74,0.2486559848,0,90926.42016601562,1.0,2,,ms_data_02.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
49,76,219.028869628906,74,0.253079344267,0,4216464.374755859,1.0,2,,ms_data_02.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,20.0,HCD__20.0
50,78,121.101135253906,77,0.25819792,0,1253898.921875,1.0,2,,ms_data_02.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,40.0,HCD__40.0
51,79,127.075393676758,77,0.262621209333,0,262513.2468261719,1.0,2,,ms_data_02.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
52,81,114.066329956055,80,0.268102104,1,426029.88720703125,1.0,2,0.00032358751901215857,ms_data_02.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
53,82,121.101303100586,80,0.2725255264,0,1215087.0402832031,1.0,2,0.00032358751901215857,ms_data_02.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
54,84,272.959411621094,83,0.277965168,0,83426.94506835938,1.0,2,,ms_data_02.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
55,85,217.013168334961,83,0.282388794133,0,180429.22607421875,1.0,2,,ms_data_02.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,30.0,HCD__30.0
56,87,154.086364746094,86,0.287863112267,0,1349478.7199707031,1.0,2,,ms_data_02.mzML,L-Carnitine_MS2,QUERY scaninfo(MS2DATA) FILTER MS1MZ= 162.11246:TOLERANCEPPM=2.5 AND RTMIN=0.35 AND RTMAX=0.65,HCD,40.0,HCD__40.0
